freq_hz,mag_db
98.144531,12.44
98.327637,16.91
98.510742,20.01
98.693848,13.93
98.876953,18.47
99.060059,15.65
99.243164,19.84
99.426270,22.06
99.609375,10.62
99.792480,18.99
99.975586,30.86
100.158691,29.38
100.341797,22.27
100.524902,-0.39
100.708008,16.24
100.891113,20.39
101.074219,19.79
101.257324,24.27
101.440430,11.68
101.623535,21.73
101.806641,23.42
101.989746,19.83
102.172852,27.09
102.355957,22.21
102.539062,25.03
102.722168,16.06
102.905273,22.48
103.088379,16.67
103.271484,25.53
103.454590,18.93
103.637695,26.03
103.820801,21.85
104.003906,14.56
104.187012,25.94
104.370117,25.34
104.553223,22.93
104.736328,14.68
104.919434,20.79
105.102539,19.40
105.285645,24.02
105.468750,17.05
105.651855,6.60
105.834961,24.78
106.018066,17.94
106.201172,26.45
106.384277,24.55
106.567383,18.13
106.750488,24.55
106.933594,23.75
107.116699,28.55
107.299805,19.44
107.482910,15.67
107.666016,7.84
107.849121,19.49
108.032227,18.05
108.215332,24.35
108.398438,23.21
108.581543,28.61
108.764648,29.75
108.947754,27.92
109.130859,29.54
109.313965,14.91
109.497070,23.09
109.680176,22.00
109.863281,18.50
110.046387,24.80
110.229492,17.69
110.412598,29.57
110.595703,18.47
110.778809,27.49
110.961914,23.17
111.145020,29.41
111.328125,19.95
111.511230,24.46
111.694336,25.02
111.877441,18.35
112.060547,14.64
112.243652,21.97
112.426758,16.47
112.609863,23.45
112.792969,26.89
112.976074,22.30
113.159180,35.48
113.342285,19.96
113.525391,28.14
113.708496,24.56
113.891602,23.57
114.074707,32.81
114.257812,28.23
114.440918,33.75
114.624023,27.34
114.807129,28.42
114.990234,25.58
115.173340,30.02
115.356445,34.16
115.539551,33.14
115.722656,26.09
115.905762,10.97
116.088867,30.13
116.271973,30.86
116.455078,28.53
116.638184,31.93
116.821289,17.23
117.004395,14.82
117.187500,35.94
117.370605,30.86
117.553711,32.05
117.736816,24.90
117.919922,27.72
118.103027,21.73
118.286133,29.74
118.469238,28.33
118.652344,18.03
118.835449,25.65
119.018555,19.06
119.201660,18.92
119.384766,30.82
119.567871,16.54
119.750977,25.94
119.934082,37.93
120.117188,39.66
120.300293,26.69
120.483398,29.30
120.666504,17.88
120.849609,28.75
121.032715,25.30
121.215820,30.49
121.398926,21.60
121.582031,19.72
121.765137,26.42
121.948242,24.57
122.131348,26.69
122.314453,21.34
122.497559,25.31
122.680664,22.81
122.863770,18.85
123.046875,21.34
123.229980,18.88
123.413086,21.64
123.596191,24.31
123.779297,27.61
123.962402,23.93
124.145508,21.66
124.328613,27.07
124.511719,21.53
124.694824,29.69
124.877930,23.20
125.061035,30.78
125.244141,26.46
125.427246,21.84
125.610352,23.58
125.793457,11.71
125.976562,27.54
126.159668,22.46
126.342773,24.64
126.525879,16.35
126.708984,20.87
126.892090,23.77
127.075195,27.40
127.258301,18.74
127.441406,24.39
127.624512,18.07
127.807617,16.43
127.990723,26.30
128.173828,26.03
128.356934,28.29
128.540039,23.13
128.723145,28.23
128.906250,22.91
129.089355,18.37
129.272461,24.23
129.455566,23.83
129.638672,25.66
129.821777,26.20
130.004883,22.20
130.187988,25.83
130.371094,23.48
130.554199,22.44
130.737305,28.76
130.920410,24.27
131.103516,25.33
131.286621,21.52
131.469727,13.15
131.652832,26.39
131.835938,17.65
132.019043,14.46
132.202148,23.83
132.385254,27.19
132.568359,27.11
132.751465,18.19
132.934570,26.24
133.117676,22.12
133.300781,25.29
133.483887,26.54
133.666992,29.28
133.850098,21.05
134.033203,19.66
134.216309,23.48
134.399414,23.81
134.582520,24.17
134.765625,25.85
134.948730,18.53
135.131836,24.65
135.314941,27.54
135.498047,25.04
135.681152,20.09
135.864258,19.18
136.047363,21.22
136.230469,23.75
136.413574,16.00
136.596680,16.81
136.779785,14.26
136.962891,20.72
137.145996,20.28
137.329102,15.01
137.512207,11.30
137.695312,23.08
137.878418,18.00
138.061523,25.34
138.244629,5.28
138.427734,-2.90
138.610840,22.21
138.793945,16.19
138.977051,26.36
139.160156,21.61
139.343262,19.11
139.526367,26.40
139.709473,25.21
139.892578,30.80
140.075684,24.82
140.258789,24.61
140.441895,9.49
140.625000,16.81
140.808105,21.54
140.991211,20.26
141.174316,27.61
141.357422,29.16
141.540527,30.08
141.723633,22.26
141.906738,27.65
142.089844,22.97
142.272949,24.97
142.456055,27.03
142.639160,26.86
142.822266,23.22
143.005371,20.01
143.188477,24.36
143.371582,23.19
143.554688,21.30
143.737793,28.58
143.920898,21.68
144.104004,26.68
144.287109,29.31
144.470215,27.66
144.653320,30.70
144.836426,29.79
145.019531,30.49
145.202637,33.52
145.385742,28.57
145.568848,28.50
145.751953,29.03
145.935059,24.62
146.118164,25.80
146.301270,10.08
146.484375,13.36
146.667480,21.77
146.850586,20.43
147.033691,19.92
147.216797,15.62
147.399902,4.99
147.583008,23.69
147.766113,26.48
147.949219,17.70
148.132324,11.42
148.315430,22.62
148.498535,27.73
148.681641,29.43
148.864746,24.74
149.047852,28.12
149.230957,22.96
149.414062,27.99
149.597168,28.66
149.780273,29.45
149.963379,25.79
150.146484,27.51
150.329590,23.91
150.512695,23.63
150.695801,28.48
150.878906,21.87
151.062012,20.42
151.245117,27.58
151.428223,21.25
151.611328,26.05
151.794434,23.79
151.977539,21.43
152.160645,26.80
152.343750,23.59
152.526855,15.60
152.709961,22.90
152.893066,23.42
153.076172,26.21
153.259277,10.36
153.442383,16.94
153.625488,25.21
153.808594,18.14
153.991699,31.63
154.174805,27.74
154.357910,29.08
154.541016,24.91
154.724121,35.16
154.907227,30.72
155.090332,32.94
155.273438,28.44
155.456543,24.51
155.639648,30.92
155.822754,34.76
156.005859,34.30
156.188965,31.53
156.372070,28.81
156.555176,26.69
156.738281,31.01
156.921387,22.98
157.104492,27.31
157.287598,26.75
157.470703,26.74
157.653809,18.58
157.836914,21.87
158.020020,24.12
158.203125,24.67
158.386230,13.15
158.569336,23.14
158.752441,10.40
158.935547,25.04
159.118652,-2.34
159.301758,18.44
159.484863,20.16
159.667969,23.89
159.851074,21.67
160.034180,26.88
160.217285,22.60
160.400391,24.82
160.583496,22.66
160.766602,22.98
160.949707,24.27
161.132812,28.59
161.315918,19.33
161.499023,14.44
161.682129,15.12
161.865234,29.89
162.048340,21.50
162.231445,27.69
162.414551,26.87
162.597656,12.88
162.780762,17.73
162.963867,24.88
163.146973,25.06
163.330078,26.23
163.513184,24.69
163.696289,25.75
163.879395,20.60
164.062500,25.96
164.245605,21.02
164.428711,20.30
164.611816,20.13
164.794922,17.78
164.978027,9.57
165.161133,-2.04
165.344238,24.99
165.527344,27.86
165.710449,28.39
165.893555,23.12
166.076660,27.79
166.259766,29.89
166.442871,31.24
166.625977,28.91
166.809082,31.89
166.992188,29.72
167.175293,30.70
167.358398,31.55
167.541504,37.04
167.724609,34.57
167.907715,33.44
168.090820,30.68
168.273926,33.39
168.457031,32.70
168.640137,34.00
168.823242,35.69
169.006348,32.96
169.189453,29.21
169.372559,30.52
169.555664,31.97
169.738770,33.50
169.921875,16.89
170.104980,33.77
170.288086,30.78
170.471191,31.12
170.654297,18.84
170.837402,26.40
171.020508,15.91
171.203613,20.58
171.386719,19.86
171.569824,25.38
171.752930,19.17
171.936035,14.47
172.119141,27.05
172.302246,12.37
172.485352,23.80
172.668457,22.67
172.851562,20.22
173.034668,25.69
173.217773,32.32
173.400879,29.31
173.583984,33.49
173.767090,34.14
173.950195,33.52
174.133301,36.16
174.316406,34.69
174.499512,34.65
174.682617,32.48
174.865723,37.97
175.048828,38.47
175.231934,35.28
175.415039,35.98
175.598145,34.36
175.781250,35.75
175.964355,35.32
176.147461,33.95
176.330566,32.55
176.513672,33.91
176.696777,31.55
176.879883,30.71
177.062988,25.21
177.246094,27.78
177.429199,25.60
177.612305,26.20
177.795410,23.60
177.978516,15.51
178.161621,25.94
178.344727,27.98
178.527832,25.94
178.710938,26.43
178.894043,33.77
179.077148,33.26
179.260254,33.53
179.443359,37.20
179.626465,35.67
179.809570,37.04
179.992676,37.55
180.175781,39.17
180.358887,39.75
180.541992,41.10
180.725098,41.13
180.908203,40.77
181.091309,41.51
181.274414,42.50
181.457520,39.38
181.640625,41.73
181.823730,41.45
182.006836,40.53
182.189941,41.24
182.373047,41.16
182.556152,38.87
182.739258,39.30
182.922363,37.92
183.105469,40.10
183.288574,41.03
183.471680,41.47
183.654785,40.56
183.837891,42.54
184.020996,41.57
184.204102,42.49
184.387207,43.58
184.570312,44.45
184.753418,43.24
184.936523,43.04
185.119629,43.73
185.302734,45.19
185.485840,44.14
185.668945,43.24
185.852051,46.12
186.035156,46.13
186.218262,48.37
186.401367,46.72
186.584473,48.26
186.767578,49.56
186.950684,50.31
187.133789,50.39
187.316895,51.51
187.500000,52.23
187.683105,52.77
187.866211,53.82
188.049316,54.50
188.232422,54.84
188.415527,54.83
188.598633,55.37
188.781738,55.85
188.964844,55.69
189.147949,55.45
189.331055,55.38
189.514160,55.46
189.697266,55.48
189.880371,55.20
190.063477,55.19
190.246582,54.83
190.429688,54.51
190.612793,54.72
190.795898,53.82
190.979004,53.90
191.162109,53.84
191.345215,53.17
191.528320,52.68
191.711426,53.22
191.894531,52.48
192.077637,52.53
192.260742,52.47
192.443848,52.76
192.626953,52.30
192.810059,51.83
192.993164,51.66
193.176270,52.05
193.359375,52.17
193.542480,52.44
193.725586,51.55
193.908691,51.74
194.091797,52.00
194.274902,52.01
194.458008,52.30
194.641113,52.68
194.824219,52.55
195.007324,52.35
195.190430,53.09
195.373535,53.72
195.556641,53.74
195.739746,54.00
195.922852,53.95
196.105957,54.18
196.289062,54.51
196.472168,54.34
196.655273,54.55
196.838379,54.03
197.021484,54.00
197.204590,53.83
197.387695,53.79
197.570801,53.52
197.753906,53.97
197.937012,53.89
198.120117,54.08
198.303223,53.89
198.486328,53.47
198.669434,53.73
198.852539,53.59
199.035645,53.17
199.218750,53.68
199.401855,53.01
199.584961,53.05
199.768066,52.99
199.951172,53.03
200.134277,53.05
200.317383,52.45
200.500488,51.88
200.683594,52.30
200.866699,52.47
201.049805,52.00
201.232910,51.13
201.416016,51.61
201.599121,50.98
201.782227,50.77
201.965332,50.63
202.148438,51.01
202.331543,50.41
202.514648,50.52
202.697754,50.34
202.880859,49.57
203.063965,49.49
203.247070,48.82
203.430176,48.96
203.613281,48.41
203.796387,47.97
203.979492,47.67
204.162598,47.01
204.345703,48.03
204.528809,47.22
204.711914,46.17
204.895020,46.06
205.078125,46.23
205.261230,46.00
205.444336,45.13
205.627441,44.72
205.810547,44.72
205.993652,43.50
206.176758,43.90
206.359863,42.72
206.542969,41.46
206.726074,41.98
206.909180,41.52
207.092285,40.39
207.275391,40.52
207.458496,39.89
207.641602,38.79
207.824707,39.25
208.007812,38.37
208.190918,38.57
208.374023,34.93
208.557129,34.18
208.740234,34.37
208.923340,34.92
209.106445,33.33
209.289551,32.79
209.472656,30.57
209.655762,36.02
209.838867,34.71
210.021973,32.85
210.205078,34.35
210.388184,33.09
210.571289,33.65
210.754395,28.96
210.937500,30.98
211.120605,33.49
211.303711,22.05
211.486816,34.38
211.669922,36.62
211.853027,29.56
212.036133,32.13
212.219238,30.80
212.402344,32.81
212.585449,34.63
212.768555,36.51
212.951660,34.48
213.134766,29.62
213.317871,31.44
213.500977,36.26
213.684082,31.02
213.867188,35.50
214.050293,38.47
214.233398,34.99
214.416504,37.20
214.599609,36.98
214.782715,35.92
214.965820,38.02
215.148926,38.98
215.332031,40.06
215.515137,38.94
215.698242,35.68
215.881348,39.12
216.064453,34.29
216.247559,38.05
216.430664,39.62
216.613770,37.55
216.796875,38.22
216.979980,38.38
217.163086,39.02
217.346191,39.06
217.529297,39.87
217.712402,39.70
217.895508,35.15
218.078613,38.60
218.261719,41.10
218.444824,35.86
218.627930,37.30
218.811035,38.03
218.994141,37.28
219.177246,37.60
219.360352,38.50
219.543457,36.72
219.726562,37.94
219.909668,35.78
220.092773,39.34
220.275879,34.53
220.458984,35.33
220.642090,35.51
220.825195,30.98
221.008301,31.39
221.191406,36.16
221.374512,36.60
221.557617,35.30
221.740723,32.81
221.923828,32.91
222.106934,31.39
222.290039,26.44
222.473145,30.08
222.656250,21.86
222.839355,30.54
223.022461,33.31
223.205566,31.65
223.388672,27.35
223.571777,31.19
223.754883,15.26
223.937988,23.00
224.121094,26.32
224.304199,29.40
224.487305,23.64
224.670410,20.64
224.853516,19.08
225.036621,19.95
225.219727,22.01
225.402832,25.93
225.585938,20.78
225.769043,26.58
225.952148,19.29
226.135254,17.17
226.318359,16.30
226.501465,8.86
226.684570,17.24
226.867676,24.52
227.050781,27.50
227.233887,18.41
227.416992,24.68
227.600098,29.83
227.783203,27.56
227.966309,25.30
228.149414,26.41
228.332520,21.21
228.515625,25.69
228.698730,24.81
228.881836,25.68
229.064941,26.26
229.248047,32.10
229.431152,29.19
229.614258,25.44
229.797363,22.95
229.980469,32.80
230.163574,30.95
230.346680,30.59
230.529785,29.93
230.712891,30.43
230.895996,33.29
231.079102,32.84
231.262207,27.38
231.445312,28.40
231.628418,35.17
231.811523,32.97
231.994629,31.60
232.177734,32.21
232.360840,30.94
232.543945,32.57
232.727051,31.45
232.910156,23.28
233.093262,30.84
233.276367,28.42
233.459473,33.41
233.642578,32.54
233.825684,27.35
234.008789,29.60
234.191895,31.93
234.375000,30.06
234.558105,26.95
234.741211,19.63
234.924316,28.26
235.107422,23.37
235.290527,31.01
235.473633,28.86
235.656738,29.75
235.839844,34.48
236.022949,30.77
236.206055,17.91
236.389160,27.88
236.572266,22.50
236.755371,26.96
236.938477,22.63
237.121582,29.55
237.304688,15.15
237.487793,24.81
237.670898,29.53
237.854004,23.80
238.037109,30.41
238.220215,26.44
238.403320,19.33
238.586426,23.60
238.769531,29.17
238.952637,18.19
239.135742,30.44
239.318848,32.75
239.501953,27.88
239.685059,24.04
239.868164,24.90
240.051270,31.28
240.234375,18.84
240.417480,34.30
240.600586,30.69
240.783691,26.16
240.966797,32.05
241.149902,29.54
241.333008,30.00
241.516113,26.11
241.699219,28.55
241.882324,26.90
242.065430,21.09
242.248535,30.80
242.431641,26.24
242.614746,28.51
242.797852,24.87
242.980957,18.63
243.164062,17.08
243.347168,24.22
243.530273,23.41
243.713379,22.54
243.896484,19.53
244.079590,21.34
244.262695,27.32
244.445801,25.68
244.628906,24.54
244.812012,25.04
244.995117,24.71
245.178223,23.30
245.361328,0.93
245.544434,25.49
245.727539,23.08
245.910645,25.12
246.093750,21.32
246.276855,15.33
246.459961,24.65
246.643066,24.15
246.826172,19.23
247.009277,16.93
247.192383,27.99
247.375488,25.74
247.558594,19.84
247.741699,21.63
247.924805,25.27
248.107910,29.35
248.291016,21.25
248.474121,9.33
248.657227,22.04
248.840332,24.65
249.023438,27.09
249.206543,29.70
249.389648,24.67
249.572754,26.79
249.755859,16.63
249.938965,24.29
250.122070,20.11
250.305176,24.63
250.488281,23.67
250.671387,25.74
250.854492,22.29
251.037598,15.41
251.220703,18.81
251.403809,24.89
251.586914,21.58
251.770020,27.55
251.953125,27.84
252.136230,26.90
252.319336,27.61
252.502441,28.08
252.685547,30.83
252.868652,26.47
253.051758,23.94
253.234863,28.76
253.417969,32.08
253.601074,30.72
253.784180,34.28
253.967285,32.89
254.150391,30.04
254.333496,31.89
254.516602,28.20
254.699707,14.90
254.882812,31.22
255.065918,27.85
255.249023,32.59
255.432129,24.36
255.615234,25.26
255.798340,18.92
255.981445,28.88
256.164551,28.69
256.347656,31.36
256.530762,25.02
256.713867,25.98
256.896973,25.38
257.080078,26.34
257.263184,27.16
257.446289,11.40
257.629395,29.34
257.812500,13.39
257.995605,19.66
258.178711,19.08
258.361816,24.89
258.544922,20.91
258.728027,27.46
258.911133,20.04
259.094238,23.36
259.277344,27.59
259.460449,15.65
259.643555,24.21
259.826660,25.58
260.009766,25.41
260.192871,31.19
260.375977,4.09
260.559082,23.88
260.742188,19.81
260.925293,20.87
261.108398,18.49
261.291504,30.56
261.474609,31.10
261.657715,28.80
261.840820,25.56
262.023926,19.48
262.207031,17.51
262.390137,24.74
262.573242,25.30
262.756348,26.00
262.939453,14.30
263.122559,16.91
263.305664,26.73
263.488770,29.44
263.671875,24.47
263.854980,23.52
264.038086,20.05
264.221191,12.27
264.404297,16.00
264.587402,17.49
264.770508,26.21
264.953613,28.46
265.136719,28.90
265.319824,27.67
265.502930,24.51
265.686035,28.03
265.869141,25.72
266.052246,22.04
266.235352,7.48
266.418457,18.30
266.601562,13.84
266.784668,11.00
266.967773,16.11
267.150879,27.75
267.333984,27.31
267.517090,20.05
267.700195,23.27
267.883301,20.12
268.066406,32.96
268.249512,30.60
268.432617,17.50
268.615723,23.99
268.798828,18.79
268.981934,18.60
269.165039,22.45
269.348145,26.45
269.531250,28.65
269.714355,18.84
269.897461,30.22
270.080566,31.94
270.263672,23.98
270.446777,24.98
270.629883,17.57
270.812988,13.54
270.996094,27.85
271.179199,19.67
271.362305,26.58
271.545410,22.19
271.728516,21.79
271.911621,22.04
272.094727,21.70
272.277832,28.11
272.460938,23.75
272.644043,24.91
272.827148,22.94
273.010254,17.50
273.193359,22.30
273.376465,15.42
273.559570,12.82
273.742676,13.82
273.925781,23.41
274.108887,22.56
274.291992,29.68
274.475098,7.75
274.658203,29.93
274.841309,29.13
275.024414,44.89
275.207520,42.10
275.390625,35.84
275.573730,28.49
275.756836,32.74
275.939941,27.93
276.123047,24.10
276.306152,27.21
276.489258,28.31
276.672363,22.80
276.855469,27.32
277.038574,28.88
277.221680,30.51
277.404785,30.53
277.587891,30.27
277.770996,25.89
277.954102,27.52
278.137207,31.86
278.320312,27.06
278.503418,9.19
278.686523,25.71
278.869629,22.34
279.052734,22.58
279.235840,30.13
279.418945,-2.54
279.602051,20.05
279.785156,17.12
279.968262,23.36
280.151367,19.39
280.334473,18.37
280.517578,16.84
280.700684,32.09
280.883789,30.83
281.066895,24.87
281.250000,22.15
281.433105,20.43
281.616211,30.00
281.799316,27.78
281.982422,27.15
282.165527,29.18
282.348633,25.96
282.531738,18.37
282.714844,21.96
282.897949,18.77
283.081055,25.05
283.264160,27.03
283.447266,19.39
283.630371,20.87
283.813477,27.81
283.996582,25.80
